Date,High,Low,Open,Close,Volume,Adj Close
2013-01-04,194.4600067138672,192.77999877929688,194.19000244140625,193.99000549316406,3380200.0,156.89077758789062
2013-01-07,193.77999877929688,192.33999633789062,193.39999389648438,193.13999938964844,2862300.0,156.20335388183594
2013-01-08,193.3000030517578,191.60000610351562,192.9199981689453,192.8699951171875,3026900.0,155.98500061035156
2013-01-09,193.49000549316406,191.64999389648438,193.47999572753906,192.32000732421875,3212000.0,155.54013061523438
2013-01-10,192.9600067138672,191.27999877929688,192.64999389648438,192.8800048828125,3608100.0,155.99310302734375
2013-01-11,195.0,192.89999389648438,194.14999389648438,194.4499969482422,3880400.0,157.2628631591797
2013-01-14,193.27999877929688,191.75,192.82000732421875,192.6199951171875,4172200.0,155.7827911376953
2013-01-15,192.72999572753906,190.38999938964844,191.30999755859375,192.5,4172100.0,155.68572998046875
2013-01-16,193.17999267578125,191.35000610351562,192.0,192.58999633789062,2962900.0,155.75852966308594
2013-01-17,194.4600067138672,193.24000549316406,193.85000610351562,193.64999389648438,3881600.0,156.61578369140625
2013-01-18,195.0,193.8000030517578,194.02999877929688,194.47000122070312,4559600.0,157.27899169921875
2013-01-22,196.0800018310547,194.00999450683594,194.36000061035156,196.0800018310547,7172300.0,158.58108520507812
2013-01-23,208.5800018310547,203.36000061035156,203.5,204.72000122070312,12530500.0,165.5687713623047
2013-01-24,205.05999755859375,203.0800018310547,203.91000366210938,204.4199981689453,4447200.0,165.32614135742188
2013-01-25,205.17999267578125,204.1300048828125,204.4499969482422,204.97000122070312,3358900.0,165.77093505859375
2013-01-28,206.22000122070312,204.2899932861328,204.85000610351562,204.92999267578125,2823700.0,165.7385711669922
2013-01-29,205.72999572753906,203.63999938964844,204.33999633789062,203.89999389648438,3617100.0,164.90554809570312
2013-01-30,204.8800048828125,203.19000244140625,203.69000244140625,203.52000427246094,2998400.0,164.5982666015625
2013-01-31,204.47000122070312,202.9600067138672,203.32000732421875,203.07000732421875,3091400.0,164.23431396484375
2013-02-01,205.35000610351562,203.83999633789062,204.64999389648438,205.17999267578125,3370700.0,165.94076538085938
2013-02-04,205.02000427246094,203.57000732421875,204.19000244140625,203.7899932861328,3188800.0,164.8166046142578
2013-02-05,204.75,202.50999450683594,204.30999755859375,202.7899932861328,3636900.0,164.00782775878906
2013-02-06,201.2899932861328,199.55999755859375,200.38999938964844,201.02000427246094,3624200.0,163.2606658935547
2013-02-07,200.91000366210938,198.67999267578125,200.6199951171875,199.74000549316406,3076700.0,162.2211456298828
2013-02-08,202.08999633789062,199.67999267578125,199.97000122070312,201.67999267578125,2893300.0,163.79666137695312
2013-02-11,201.9499969482422,199.75,200.97999572753906,200.16000366210938,2944700.0,162.5622100830078
2013-02-12,200.74000549316406,199.02000427246094,200.00999450683594,200.0399932861328,2461800.0,162.46473693847656
2013-02-13,200.9499969482422,199.57000732421875,200.64999389648438,200.08999633789062,2169800.0,162.50537109375
2013-02-14,200.32000732421875,199.25999450683594,199.72999572753906,199.64999389648438,3294200.0,162.14804077148438
2013-02-15,201.25,199.82000732421875,199.97999572753906,200.97999572753906,3627800.0,163.22816467285156
2013-02-19,201.88999938964844,200.22000122070312,200.60000610351562,200.32000732421875,2998300.0,162.69212341308594
2013-02-20,201.72000122070312,198.86000061035156,200.6199951171875,199.30999755859375,3715400.0,161.8718719482422
2013-02-21,199.07000732421875,198.11000061035156,198.6300048828125,198.3300018310547,3922900.0,161.0759735107422
2013-02-22,201.08999633789062,198.83999633789062,199.22999572753906,201.08999633789062,3107900.0,163.31752014160156
2013-02-25,202.49000549316406,197.50999450683594,201.6699981689453,197.50999450683594,3844800.0,160.4099578857422
2013-02-26,199.89999389648438,197.83999633789062,198.6300048828125,199.13999938964844,3391600.0,161.7338104248047
2013-02-27,202.75,198.60000610351562,198.88999938964844,202.3300018310547,4185100.0,164.32460021972656
2013-02-28,203.1199951171875,200.7899932861328,202.17999267578125,200.8300018310547,4689200.0,163.10638427734375
2013-03-01,202.94000244140625,199.36000061035156,200.64999389648438,202.91000366210938,3308300.0,164.79566955566406
2013-03-04,205.19000244140625,202.5500030517578,202.58999633789062,205.19000244140625,3693400.0,166.64739990234375
2013-03-05,207.6999969482422,205.69000244140625,205.86000061035156,206.52999877929688,3807800.0,167.7356719970703
2013-03-06,208.49000549316406,206.66000366210938,207.02999877929688,208.3800048828125,3594800.0,169.2381591796875
2013-03-07,209.60000610351562,208.24000549316406,208.2899932861328,209.4199981689453,3884400.0,170.08279418945312
2013-03-08,210.74000549316406,209.42999267578125,209.85000610351562,210.3800048828125,3700500.0,170.8625030517578
2013-03-11,210.1999969482422,209.0399932861328,210.0399932861328,210.0800018310547,3049700.0,170.61883544921875
2013-03-12,210.72999572753906,209.08999633789062,209.39999389648438,210.5500030517578,3591600.0,171.0005645751953
2013-03-13,212.36000061035156,209.77000427246094,210.1999969482422,212.05999755859375,3355900.0,172.22691345214844
2013-03-14,215.86000061035156,212.14999389648438,212.14999389648438,215.8000030517578,5505500.0,175.26438903808594
2013-03-15,215.89999389648438,213.41000366210938,215.3800048828125,214.9199981689453,7930300.0,174.54971313476562
2013-03-18,214.5,212.63999938964844,212.89999389648438,213.2100067138672,3006000.0,173.16087341308594
2013-03-19,215.1199951171875,211.8300018310547,214.1300048828125,213.44000244140625,3198600.0,173.3477325439453
2013-03-20,215.82000732421875,214.3000030517578,214.75999450683594,215.05999755859375,3019000.0,174.66343688964844
2013-03-21,213.0,210.11000061035156,212.9600067138672,212.25999450683594,5830400.0,172.38934326171875
2013-03-22,213.1699981689453,211.6199951171875,212.2100067138672,212.0800018310547,3031500.0,172.24313354492188
2013-03-25,212.80999755859375,210.0500030517578,212.5399932861328,210.74000549316406,3242500.0,171.15487670898438
2013-03-26,212.5,211.5,211.77000427246094,212.36000061035156,2300300.0,172.4705810546875
2013-03-27,212.16000366210938,210.10000610351562,210.9600067138672,210.88999938964844,3223400.0,171.2766876220703
2013-03-28,213.44000244140625,209.74000549316406,209.8300018310547,213.3000030517578,3749900.0,173.23402404785156
2013-04-01,213.5,211.25,212.8000030517578,212.3800048828125,2144500.0,172.4868621826172
2013-04-02,214.7100067138672,211.57000732421875,212.9199981689453,214.36000061035156,3116800.0,174.09487915039062
2013-04-03,214.88999938964844,212.6300048828125,214.32000732421875,212.66000366210938,3128800.0,172.7142333984375
2013-04-04,212.92999267578125,210.0399932861328,212.77000427246094,211.30999755859375,3709500.0,171.61778259277344
2013-04-05,209.83999633789062,206.33999633789062,209.10000610351562,209.41000366210938,4148000.0,170.07469177246094
2013-04-08,209.32000732421875,207.3300018310547,209.07000732421875,209.32000732421875,2351200.0,170.00161743164062
2013-04-09,210.0,208.61000061035156,209.55999755859375,209.22000122070312,2577300.0,169.92039489746094
2013-04-10,212.50999450683594,210.47000122070312,211.86000061035156,212.0,3524200.0,172.1781768798828
2013-04-11,213.08999633789062,210.85000610351562,211.5,212.9199981689453,3655600.0,172.9253692626953
2013-04-12,211.49000549316406,209.77999877929688,210.7899932861328,211.3800048828125,3165400.0,171.67465209960938
2013-04-15,211.69000244140625,209.25999450683594,210.44000244140625,209.25999450683594,4218100.0,169.9528350830078
2013-04-16,212.0,209.1999969482422,210.83999633789062,212.0,2859500.0,172.1781768798828
2013-04-17,211.08999633789062,209.5,210.52999877929688,209.6699981689453,3269800.0,170.28585815429688
2013-04-18,210.25,206.14999389648438,210.11000061035156,207.14999389648438,6502000.0,168.23922729492188
2013-04-19,196.5,189.75999450683594,195.74000549316406,190.0,18847000.0,154.31065368652344
2013-04-22,191.3800048828125,187.67999267578125,191.14999389648438,187.8300018310547,9845400.0,152.5482635498047
2013-04-23,192.5500030517578,188.61000061035156,189.27000427246094,191.61000061035156,6296100.0,155.61819458007812
2013-04-24,192.5,191.08999633789062,192.16000366210938,191.7100067138672,3693900.0,155.69943237304688
2013-04-25,195.1699981689453,192.32000732421875,192.69000244140625,193.9499969482422,4650900.0,157.5186767578125
2013-04-26,194.7100067138672,193.25,194.16000366210938,194.30999755859375,3490300.0,157.81100463867188
2013-04-29,199.67999267578125,194.64999389648438,194.77999877929688,199.14999389648438,5932400.0,161.741943359375
2013-04-30,202.58999633789062,197.35000610351562,199.1300048828125,202.5399932861328,7539900.0,164.4951629638672
2013-05-01,202.1699981689453,199.1999969482422,201.8699951171875,199.6300048828125,4899100.0,162.1317901611328
2013-05-02,202.42999267578125,199.75,200.1199951171875,202.38999938964844,3945100.0,164.37332153320312
2013-05-03,205.32000732421875,203.75,203.94000244140625,204.50999450683594,4492700.0,166.0950927734375
2013-05-06,203.99000549316406,201.52000427246094,203.7899932861328,202.77999877929688,4826500.0,164.69007873535156
2013-05-07,203.72999572753906,201.64999389648438,202.80999755859375,203.6300048828125,3451000.0,165.3804168701172
2013-05-08,204.85000610351562,202.50999450683594,202.94000244140625,204.82000732421875,3601700.0,167.12661743164062
2013-05-09,205.0,202.72000122070312,204.69000244140625,203.24000549316406,3542300.0,165.83737182617188
2013-05-10,204.52999877929688,202.82000732421875,203.3699951171875,204.47000122070312,3279200.0,166.84095764160156
2013-05-13,204.47000122070312,202.22000122070312,204.17999267578125,202.47000122070312,3648400.0,165.2090606689453
2013-05-14,203.6699981689453,202.0800018310547,202.08999633789062,203.2100067138672,3699700.0,165.81288146972656
2013-05-15,203.67999267578125,202.0399932861328,202.25,203.32000732421875,4028100.0,165.90261840820312
2013-05-16,206.58999633789062,204.0,204.0,204.69000244140625,4507000.0,167.02049255371094
2013-05-17,209.5,204.99000549316406,205.25,208.44000244140625,5704100.0,170.08033752441406
2013-05-20,209.14999389648438,207.4199981689453,208.02000427246094,207.60000610351562,3614500.0,169.39498901367188
2013-05-21,209.47999572753906,207.0,207.24000549316406,208.64999389648438,2982900.0,170.25167846679688
2013-05-22,210.14999389648438,206.1199951171875,208.5,206.99000549316406,5186800.0,168.89724731445312
2013-05-23,208.61000061035156,205.1300048828125,205.47999572753906,206.16000366210938,5179100.0,168.21998596191406
2013-05-24,206.42999267578125,204.4199981689453,204.69000244140625,205.72000122070312,3295800.0,167.8609161376953
2013-05-28,208.58999633789062,207.16000366210938,207.44000244140625,207.77999877929688,4011500.0,169.54183959960938
2013-05-29,208.4199981689453,206.0399932861328,206.22000122070312,207.9199981689453,3439400.0,169.65606689453125
2013-05-30,210.99000549316406,206.97000122070312,206.97000122070312,209.36000061035156,4399700.0,170.8310546875
2013-05-31,211.97999572753906,208.02000427246094,208.58999633789062,208.02000427246094,4949000.0,169.73765563964844
2013-06-03,210.0500030517578,207.3300018310547,208.25,208.9499969482422,3322000.0,170.4965057373047
2013-06-04,209.0,205.0800018310547,208.60000610351562,206.19000244140625,3598300.0,168.24444580078125
2013-06-05,206.2899932861328,202.39999389648438,205.16000366210938,202.74000549316406,4215400.0,165.4293670654297
2013-06-06,204.1999969482422,201.47000122070312,203.0,203.8000030517578,3679400.0,166.29428100585938
2013-06-07,206.35000610351562,204.11000061035156,204.85000610351562,206.35000610351562,2953400.0,168.375
2013-06-10,206.97999572753906,204.89999389648438,206.97000122070312,205.02000427246094,2652300.0,167.28981018066406
2013-06-11,205.9499969482422,202.50999450683594,203.1699981689453,203.97999572753906,2814400.0,166.44114685058594
2013-06-12,205.22999572753906,200.50999450683594,204.58999633789062,201.1999969482422,3409800.0,164.17279052734375
2013-06-13,204.39999389648438,200.33999633789062,201.00999450683594,203.77000427246094,2899500.0,166.26980590820312
2013-06-14,204.74000549316406,201.80999755859375,203.97000122070312,202.1999969482422,2804500.0,164.98875427246094
2013-06-17,205.1699981689453,202.5500030517578,203.44000244140625,203.0399932861328,3219900.0,165.67416381835938
2013-06-18,206.08999633789062,202.8699951171875,203.02000427246094,204.8699951171875,3277800.0,167.16737365722656
2013-06-19,205.02999877929688,201.92999267578125,204.44000244140625,201.94000244140625,2846100.0,164.776611328125
2013-06-20,201.6999969482422,197.27999877929688,200.6699981689453,197.35000610351562,4514800.0,161.0312957763672
2013-06-21,198.52000427246094,193.5399932861328,198.5,195.4600067138672,8914800.0,159.48912048339844
2013-06-24,194.91000366210938,191.33999633789062,193.99000549316406,193.5399932861328,4356200.0,157.92247009277344
2013-06-25,195.58999633789062,193.14999389648438,195.30999755859375,194.97999572753906,3846200.0,159.09742736816406
2013-06-26,196.22999572753906,194.5,195.97000122070312,194.86000061035156,3320200.0,158.99952697753906
2013-06-27,196.89999389648438,195.2899932861328,196.0500030517578,195.64999389648438,3514200.0,159.64419555664062
2013-06-28,192.66000366210938,188.41000366210938,191.72999572753906,191.11000061035156,10055800.0,155.93966674804688
2013-07-01,193.8000030517578,191.1199951171875,192.14999389648438,191.27999877929688,4442400.0,156.07833862304688
2013-07-02,193.22999572753906,190.25999450683594,190.77999877929688,191.5,3657700.0,156.2578887939453
2013-07-03,194.22000122070312,190.50999450683594,190.97999572753906,193.25,1872600.0,157.6858673095703
2013-07-05,195.16000366210938,192.35000610351562,194.49000549316406,194.92999267578125,2405400.0,159.056640625
2013-07-08,195.77999877929688,194.61000061035156,195.60000610351562,194.97999572753906,2947500.0,159.09742736816406
2013-07-09,192.8000030517578,190.77999877929688,191.8800048828125,191.3000030517578,5204200.0,156.09466552734375
2013-07-10,193.42999267578125,191.27000427246094,191.50999450683594,192.25,3892000.0,156.86984252929688
2013-07-11,194.11000061035156,192.61000061035156,193.77999877929688,192.8000030517578,4177500.0,157.31866455078125
2013-07-12,193.6999969482422,191.58999633789062,193.07000732421875,192.07000732421875,4494700.0,156.7229766845703
2013-07-15,194.88999938964844,191.67999267578125,192.4199981689453,194.0,5674700.0,158.2978057861328
2013-07-16,194.5800018310547,192.67999267578125,194.0399932861328,193.85000610351562,3745300.0,158.17538452148438
2013-07-17,194.88999938964844,193.02999877929688,194.72000122070312,194.5500030517578,6868400.0,158.74659729003906
2013-07-18,200.94000244140625,195.99000549316406,198.27000427246094,197.99000549316406,8393400.0,161.5535430908203
2013-07-19,197.99000549316406,193.24000549316406,197.91000366210938,193.5399932861328,6997600.0,157.92247009277344
2013-07-22,195.7899932861328,193.27999877929688,193.39999389648438,194.08999633789062,3398000.0,158.37123107910156
2013-07-23,196.42999267578125,194.10000610351562,194.2100067138672,194.97999572753906,2863800.0,159.09742736816406
